,Location,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
20,Bangladesh,,3.15906973827778,2.56630433513938,-3.22063119462979,7.773964948066679,-1.40861348425962,-0.613925241478341,-4.99506431000169,6.102955484051419,-1.62346693651236,3.06665572693987,-7.3533296831846,-15.386379378724598,1.7799625680389801,7.830823937285,-5.90072062712001,3.32247259630709,0.141704801937152,4.25480975119355,1.9912898323768797,-1.85257969959154,4.44315618469658,-0.49972416451152,1.2155290464389699,2.10780933230201,0.669033043513906,1.46427589125837,1.0785324390785,-0.20728956903988702,0.27408421256021104,3.08698200057471,1.10664718387612,3.1142154500409704,2.46558246527802,1.69041654516762,2.90124427915049,2.3196351261493198,2.30667674799521,3.0146829949439704,2.5742082583506702,3.2574965074801296,3.1138059971020495,1.96039488706414,2.9418500910806102,3.55335865988235,4.9658406141865195,5.244541060260519,5.75340722629838,4.806176198117809,3.8785006735794196,4.3909628859054,5.25354715283245,5.29926032961355,4.7951960904684805,4.85575647014585,5.36686615945385,5.946678284262671,6.1364783118442,6.73329863316326,7.0452887609758905,2.4763598520482204,
21,Bulgaria,,,,,,,,,,,,,,,,,,,,,,4.5511442292973205,2.03229416461934,3.1725208807031,3.15480736665847,2.6849533947447997,4.23524126936118,5.89861249444566,10.820090846392802,-2.15169070485987,-7.46320765454837,-7.53406882935201,-6.27126389725564,-0.691213461219803,2.16435873128593,3.31418764439739,5.749368903248381,-13.590922948826,4.48402565810406,-7.88107310149523,5.10505561982659,5.91115959894928,8.19521551354288,6.07406238426114,7.31740552554197,7.865500222895089,7.616849629062929,7.3780168303482405,6.863490701301269,-2.64664096054558,2.21243106343319,2.7580117741310604,1.34021710890744,-0.002423380385224,1.54238792053928,4.09010768554509,3.76506855458946,3.51553833482474,3.42872477679667,4.77250206361659,-3.81151594165073,
22,Bahrain,,,,,,,,,,,,,,,,,,,,,,-8.91629270606043,-10.390467674750802,3.5595363738595296,2.22354396178446,-7.5274516044673,-2.09657520752283,6.587008731892269,3.2699264630613,-2.94953366967597,1.31155617587342,8.21120366950687,3.97319530658193,10.106205808110001,-2.67809420846396,1.32887477584191,1.41793248047051,0.274316596137254,1.58498736181969,0.5570686241034929,0.852690440185768,-2.34892262596769,-1.93598291696495,0.349253322448035,0.388421300415743,-0.353001992539035,-1.22745548940972,0.19212070969211897,-1.2584665592701498,-3.5541453840760098,-0.3565502808985879,-0.991765171028888,1.98946797220026,4.20741867779945,2.7068057901112206,-0.187595037097779,-0.35963934848605605,-0.475473381759144,-2.76780486148901,-2.32252085763781,-8.45537049876401,
23,Bahamas,,5.29615889308693,5.00380332379702,5.10113784169314,5.24116201698934,5.41521047007774,4.36200282366556,5.1171300537343605,4.30284640758589,5.2550622755663605,-8.496715463173329,-1.01388463965276,-5.65078591273786,5.40103511880396,-18.366931781736,-16.512521221184002,2.99972273749418,6.83061040668728,11.6962478997684,23.378194145448397,4.17006405021228,-11.2212901638401,4.34328584415245,1.33590739195671,11.7786062537885,2.74402775842808,-0.0943916142879715,1.1874285812554901,0.578987492928107,4.9098049804593,-3.3202455343747204,-5.936569399226411,-5.64077342661179,-1.55613933152546,1.36002237647897,2.76564048485201,2.8285250053920903,5.61753768061767,-5.5673332284058,10.876236771460002,2.7577587652947795,1.07434353472127,1.02250922043734,-2.9880921119115698,-0.942616316484731,1.49985431178779,0.601739307052298,-0.464110316562156,-4.1120261170753,-5.79845781871626,0.0118887228779414,-0.6868730733703069,1.95331789906872,-4.524239256170599,1.33239998761843,0.6191773523823941,-0.894872291179823,0.606496417794375,1.7314690376796698,-0.29322539512263296,-15.3322770970022,
24,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1907460373242,92.20181460709308,35.4093113785551,15.653612398371198,9.336053463573089,12.5302994025325,2.3050038451666803,4.919186895765139,3.7901118069877007,6.26834949234085,3.86577704345757,5.41148399654175,5.931143235324531,5.6834083784116105,-2.5289215244653596,1.69500203332376,2.18125388158525,0.7243369685484141,4.15191547982994,2.91112061804874,4.674687894701151,4.462656368904749,4.240509740819061,4.601625193347839,3.5453373948871,-2.60143470404519,
25,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.24556701793618,-9.79838380875783,-7.80376996116749,-11.5955751156865,-10.108852797985598,3.14668606579787,11.8639522017171,8.88936450577324,3.86637865396303,6.29963644799005,5.26389213061604,5.71608241057706,7.794917912213581,12.2126183222786,10.149767172478802,10.6755867998734,9.09945997853627,10.5813049917168,0.446705795918476,8.03408813400748,5.62588118638354,1.8465202675582502,1.0422434132154201,1.66927992865882,-3.9572512538217404,-2.6119138051627404,2.6448075223713503,3.36999151883471,1.6048181917200002,-0.4794461850471661,
26,Belize,,1.97700294616017,1.99332759849773,2.05078659323397,2.04147678959275,1.9137384691114598,1.6779646942538,1.7864036087031498,4.26087002626612,2.2828345179097798,2.30724791961761,1.78436915846018,8.17520155085518,3.6065404426143504,11.820758712945599,2.0699949980276497,-1.42392700327811,5.06072882499976,6.379358700436879,5.746401783668361,11.201662295204999,-1.2168704500763898,-2.68866458526738,-4.864983704697151,-0.903155323667832,-1.79090521632418,1.6721108369347901,7.70923913698907,6.91152030125022,10.2694692591901,9.017296210615939,9.37513543660971,10.2199414740614,4.500618756381541,-1.8548879326764802,-1.9246070355475402,-1.75057582592902,-0.154121003354064,-0.16719177626640697,4.804663951831469,9.21234718150711,1.4976998256798602,1.81101095928086,6.476381110186031,2.10383584321012,-0.674807735630168,2.11253489597595,-2.07477513930061,0.8619328372503079,-2.27734582433044,0.508814503200924,-0.48005324748464795,0.0687967576364628,-0.9638163498941741,1.7827398746082401,0.487997241962574,-2.06106662075794,-0.18479503077406897,0.946112739484732,-0.135066237124235,-15.582741443705402,
27,Bermuda,,2.14927472527209,2.00396995708473,-1.2607547169826,8.38337423312628,2.2507784431183397,12.3454545454513,11.0966735966712,0.17874875869043202,1.5209367443036002,4.37934158864752,4.19528388278198,2.56407397910981,2.2382050235485,1.6328273868220202,4.55127153404165,8.52900407443251,5.500816287334059,1.07422933757475,1.76823912484099,6.22614189811731,1.6742355434443301,-5.96695963915882,1.13164813797849,-0.39656298890317,-2.82158592250937,5.76696525042814,2.9124531106842406,3.1680901197479,-0.399432873648465,-0.798461539604901,-3.03588133816271,0.666851964311704,2.4577659243951,-0.0956975146286823,3.65476314621027,1.94694747925466,3.96372465852386,3.1396272861633503,2.8057217479465897,8.348324206161879,6.07136913784475,-2.11673168104547,2.73627127446632,1.6550713352859199,1.01807989701432,4.94027251942389,2.76381533456662,-2.4447802561598198,-6.14862940548659,-1.73636323640892,-2.9078508290504903,-5.64726274774529,-0.591137895206543,-3.90360610786885,0.622598426821042,0.39386919987983005,4.7161022053394195,-0.504455912272903,0.46932087788069105,-6.32942429551149,
28,Bolivia (Plurinational State of),,0.11831032375533801,3.5233610718491204,4.6999087285144405,1.8928877835931999,2.80663481427199,4.99593903871198,4.14054583215768,6.2859066471961,2.29080965831641,3.0072865453675197,2.8218945123783903,5.64690895353554,3.45192101199849,0.701250710452953,4.96974518185236,2.3222754174819302,2.66639783088219,-0.17536069558575199,-2.01998334564075,-3.44898509097696,-1.78663927114187,-5.875812230331731,-5.9582314884122,-2.20047831019895,-3.67062154166578,-4.57623467533713,0.337258183201826,0.759237940062093,1.6158565566059098,2.44513520060381,3.06529245641998,-0.475045193612146,2.10287960027635,2.5094553683218903,2.54219879597059,2.25602376439265,2.86258293935326,2.9628449941127903,-1.52282628284711,0.544854522773065,-0.23574027371115805,0.579784521069413,0.831475280603414,2.2983908781836404,2.57492541077102,2.9772534090974303,2.7813671403387006,4.36849427320556,1.64916436138168,2.4293023124832405,3.51107396436072,3.4536584073208303,5.12759312298883,3.84374986176451,3.28269893653157,2.73197634742475,2.69615523107971,2.75216346209768,0.796516093647838,-10.078580345460802,
29,Brazil,,5.48410420224177,3.5307861198128303,-2.2840822220941,0.47658920348074196,-0.435883258059846,3.80769066980129,1.43116762649382,6.94374233511847,6.7142558702982305,7.65296946540528,8.63634343659318,9.276384667122288,11.293788273385902,5.626678342255991,2.7046148979133906,7.6714628814306405,2.47541615735325,2.51184144545813,4.26238341945052,6.65253708195542,-6.4787483406104895,-1.50386286222877,-5.14249113412122,3.0634330533873397,5.54547922272781,5.28365371395449,1.4852224053005298,-1.96371437601724,1.25596285558044,-6.06711785432853,-0.7298389549795841,-2.22770853706096,3.1922993587415203,4.137508784542311,2.55952338703105,0.597763255895359,1.7906034360830199,-1.18436477142068,-1.0091373025138501,2.9118264351474203,0.0133708606751668,1.7094709661918301,-0.122933723843431,4.49707706267368,2.02630422889041,2.8347584840281304,4.97470189602738,4.05441066380965,-1.08194236869856,6.52437005565609,3.0264019693381203,1.01454082117884,2.1088858480824797,-0.352483145005351,-4.35147506604415,-4.06941092381417,0.508337980314494,0.988960032623851,0.651853445818901,-4.7405531953909295,
30,Barbados,,,,,,,,,,,,,,,,-2.50376465522153,3.7591315290374907,3.08138348739679,4.34500951525774,7.400647851443759,3.9425674827155,-2.25141533813613,-5.19363389438405,0.220013240199648,3.31571866295404,0.795647323500376,4.75384260861786,2.2350962940284504,3.12248790514742,3.2050653751909,-3.66778162913569,-4.25911904912128,-6.04336224803164,0.419108140996812,1.61643816957869,1.60664011689826,3.55129991229455,4.2964323257732095,3.28518086296437,-0.0812183717248161,4.04095844937812,-2.71767288995522,0.444959658567171,1.8372931909459298,1.06089102946028,3.5653236662982004,5.46187636422832,1.75250129965066,0.253184616385155,-5.469843228063411,-2.64110707247718,-0.9737399617363142,-0.7050829601374321,-1.6132573455332397,-0.31074517215631703,2.26845526748964,2.3098120322008198,0.323816531140466,-0.722886472225468,-0.22875084013726604,-19.078187620479998,
